Parameter,Count
recordIdVerbatim,1
farmProductDescription,1
farmProduct,1
cropYear,1
debtorName,1
amendmentId,1
securedParty,1
assignee,1
additionalDebtors,1
recordCountyFiling,1
debtorId,1
recordCountyFilingId,1
debtorAddress,1
organizationjurisdiction,1
organizationtype,1
debtorid,1
firstname,1
organizationid,1
middlename,1
efsuniqueid,1
debtordescription,1
organizationname,1
lastname,1
runLengthFrom,1
runLengthTo,1
malType,1
tollType,1
objectID,1
tollCharged,1
endRefpt,1
refpt,1
GEOPLACE,1
STUSPS,1
STATENS,1
Dataset Title,1
API ID,1
Dataset Type,1
SUBDIV_NO,1
SUBDIV,1
PERCENTCRA,1
HPMSCracki,1
OTHERQTY,1
SURVEYDATE,1
SATimeStam,1
type_tower,1
lat_DD,1
blade_l,1
unique_id,1
conf_loc,1
FAA_jdate,1
long_DD,1
FAA_AGL,1
WENDI_name,1
image_name,1
rotor_dia,1
image_year,1
MW_turbine,1
rotor_s_a,1
tower_h,1
on_year,1
model,1
conf_attr,1
total_ht,1
FAA_ORS,1
manufac,1
EIA_name,1
YEAR_REHAB,1
PG_CODE,1
est,1
cenState,1
n10_19,1
n1000_1,1
n<5,1
n1000_2,1
ap,1
empFlag,1
cenCty,1
fipState,1
emp_nf,1
n100_249,1
n5_9,1
qp1_nf,1
n50_99,1
n20_49,1
n250_499,1
n1000_3,1
ap_nf,1
qp1,1
fipsCty,1
n500_999,1
n1000_4,1
n1000,1
PRICURVE,1
SECCURVECLASS,1
CURVE_UPDATEYR,1
SECCURVE,1
registrationYears,1
CLASSCD2,1
CLASSCD3,1
DOCFEE,1
SITUSZIP,1
TAXYEAR,1
IMPACT,1
CLASSCD4,1
CLASSCD5,1
SALEDT,1
SALEP,1
IMPASD,1
LANDACT,1
LANDASD,1
MILL_LEVY,1
CONDOCODE,1
CLASSCD1,1
Students,1
Number of Institutions,1
Awards,1
Designer,1
Viewer,1
Action,1
Administrator,1
Editor,1
Publisher,1
solicitationType,1
foundation,1
affiliation,1
incomeAmt,1
organization,1
filingReqCd,1
incomeCd,1
nteeCd,1
sortName,1
acctPd,1
group,1
ico,1
ruling,1
assetCd,1
assetAmt,1
taxPeriod,1
activity,1
revenueAmt,1
deductibility,1
pfFilingReqCd,1
subsection,1
Shape_ST_1,2
HOUSEHO_20,1
POP_2010,1
Shape_ST_2,2
femalePopulation,1
fipsCode,1
malePopulation,1
totalPopulation,2
June,1
August,1
July,1
May,1
December,1
March,1
Annual,1
February,1
September,1
October,1
April,1
November,1
January,1
PK25,1
WARNINGMSG,1
Q7,1
Descript,1
Q4,1
MINBELEV,1
PK200,1
PK10,1
I6H100Y,1
ELEVMAX,1
PK100,1
PK2,1
Q8,1
Edited,1
PK500,1
ORIG_FID,1
Q9,1
Q5,1
Q6,1
PK5,1
V7D50Y,1
Qa,1
V7D10Y,1
HUCID,1
PRECIP,1
D25,1
Q12,1
M7D2Y,1
M7D50Y,1
BSLDEM10M,1
PK50,1
Q1,1
RELATEDOID,1
GlobalWshd,1
Q11,1
Q3,1
HydroID,1
Q2,1
DrainID,1
DRNAREA,1
D90,1
M7D10Y,1
RELIEF,1
D75,1
D10,1
EL7500,1
V7D2Y,1
D50,1
Species,1
signPanelStickerDate,1
legendColor,1
signPanelStkYr,1
signIsFolding,1
signPanelLegendColorId,1
signPanelCluster,1
signPanelDirection,1
backgroundColor,1
signPanelColorId,1
signPanelCode,1
signPanelCondition,1
signPanelZBar,1
signPanelDateCreated,1
signPanelInactiveDate,1
signPanelClassId,1
signPanelSpecLegend,1
signPanelNotes,1
signPanelWidth,1
signPanelChangeDate,1
signPanelStopXSt,1
signAdopt,1
signPanelValidateDate,1
signPanelLegend,1
signPanelNum,1
signPanelCodeId,1
signPanelId,1
signPanelInactive,1
signPanelExists,1
signPanelGUId,1
signCodeDesc,1
signPanelDateUpdated,1
signPanelStkMth,1
signPanelHeight,1
signPanelComments,1
Component Volume,1
Component Name,1
Component NEP,1
Component ID,1
Component Type,1
collectionsofartind,1
heldworks_assetsincludedamt,1
otherpurposesdesc,1
collectionusedpreservationind,1
artexhibition_revenuesincludedamt,1
artexhibition_assetsincludedamt,1
collusedloanorexchprogind,1
heldworks_revenuesincludedamt,1
collectionusedotherpurposesind,1
collusedscholarlyrsrchind,1
solicitedassetssaleind,1
collectionusedpubexhibitionind,1
License & Other Fees Total ⁶,1
RMS General Fund,1
Retail Marijuana Sales Tax (RMS),1
Total Taxes & Fees,1
RME Public School Fund,1
Retail Marijuana Tax (2.9%),1
Medical Marijuana Tax (2.9%),1
Retail Marijuana Excise (RME) Tax Total (15%)		,1
RME Public School Capital Construction Assistance Fund,1
RMS Local Government Distribution,1
Total Taxes,1
RMS Marijuana Tax Cash Fund,1
RMS Public School Fund Blank Code,1
RMS General Fund Blank Code,1
Sales Tax Total (2.9%),1
RMS Public School Fund,1
licensePrefix,3
disciplineCompleteDate,2
licenseExpirationDate,2
licenseLastRenewedDate,2
disciplineEffectiveDate,2
verifyLicense,1
licenseFirstIssueDate,2
caseNumber,2
programAction,2
Minimum Wage,1
Tipped Employee Wage,1
winddirectionpkws,1
windchilltemp,1
dewpointtemp,1
pop1317,2
LegalEntityCityName,1
CFDA_Number,1
PrimaryPlaceOfPerformanceForeignLocationDescription,1
PrimaryPlaceOfPerformanceCode,1
BusinessTypes,1
AssistanceType,1
PeriodOfPerformanceStartDate,1
FederalActionObligation,1
ActionType,1
PeriodOfPerformanceCurrentEndDate,1
LegalEntityAddressLine1,1
LegalEntityForeignPostalCode,1
FaceValueOfDirectLoanOrLoanGuarantee,1
LegalEntityForeignCityName,1
ActionDate,1
LegalEntityForeignProvinceName,1
LegalEntityStateCode,1
LegalEntityCountryCode,1
PrimaryPlaceOfPerformanceCountryCode,1
AwardeeOrRecipientLegalEntityName,1
PrimaryPlaceOfPerformanceCongressionalDistrict,1
OriginalLoanSubsidyCost,1
RecordType,1
LegalEntityZIP5,1
AwardDescription,1
LegalEntityCongressionalDistrict,1
PrimaryPlaceOfPerformanceZIP+4,1
NonFederalFundingAmount,1
LegalEntityAddressLine2,1
Stage,1
Flag,1
Variable,1
Units,2
Station Status,1
Station Type,1
Date Time,1
donationsTaxDeductible,1
expensesAffiliates,1
taxExemptCode,1
currentStatus,1
NTEECode1,1
expensesFundraising,1
relatedOrganizationTaxExempt,1
extensionFiled,1
revenueTotal,1
IRSDeterminationDate,1
temporarilyRestrictedAssets,1
registrantTypeAbbr,1
conflictOfInterest,1
revenueFromSales,1
unrestrictedAssests,1
totalFundraisingExpensesPreviousYear,1
totalExpensesPlusManagementGeneralDividedByContributions,1
mailingZipcode,1
paymentProcessedDate,2
relatedToOtherOrganization,1
pbcRecordingMethod,1
endOfYearAssests,1
NTEECode3,1
relatedOrganizationsName,1
totalManagementGeneralExpensesPreviousYear,1
solicitedNonTaxDeductibleGifts,1
principalProvince,1
expensesFromAdministrativeOther,1
expensesOtherComment,1
programServiceRevenue,1
NTEECode2,1
residentialCounty,1
taxExemptStatus,1
endOfYearTotalLiabilities,1
pbcAnnualBenefitReport,1
consolidatedRegistrationStatement,1
actualFinancialsProvided,1
publicBenefitCorporation,1
fiscalYearEndDate,1
cfoName,1
statedGiftNotTaxDeductible,1
amendmentEntityId,1
revenueFromGovernment,1
endOfYearAssestsMinusLiabilities,1
registrationApprovedDate,1
revenueFromContibutions,1
cfoSignedDate,1
reportingPeriodBegin,1
reportingPeriodEnd,1
dateFormed,1
principalZipcode,1
authorizedOfficerName,1
revenueFromOther,1
expensesFromProgramServices,1
programServiceRatio,1
legalBusinessFormation,1
authorizedOfficerSignedDate,1
expensesTotal,1
fiscalYearStartDate,1
expensesDividedByContributions,1
permanentlyRestrictedAssets,1
pbcPromotedBenefit,1
mailingProvince,1
pbcBenefitReportSent,1
revenueFromSpecialEvents,1
expensesOther,1
statusDate,1
revenueFromInvestments,1
placeFormed,1
conflictOfInterestAffirmation,1
totalContributionsRaisedPreviousYear,1
outsideProfessionalFundraiserFees,1
nextRenewalRegistrationDate,1
expenditureDate,1
expenditureName,1
expenditureForMediaFlag,1
expenditureAmount,1
expenditurePurpose,1
solicitationApprovedDate,1
respectiveObligations,1
contractSigner1Organization,1
custodyOfFinancialRecords,1
accountingRecordsAddress,1
contractSigner1FirstName,1
solicitorCompensationPercentageBased,1
solicitorCompensationAssumptions,1
contractSigner3Organization,1
contractSigner4Organization,1
contractSigner3Title,1
amendmentDocumentID,1
contractEffectiveDate,1
charityControlsFunds,1
contractSigner2Organization,1
accountingRecordsZipCode,1
custodyOfContributions,1
campaignConclusionDate,1
campaignCommencementDate,1
accountingRecordsCity,1
eventDescription,1
contractSigner2Title,1
minimumPercentageOfGrossReceiptsRemitted,1
contractTerminationDate,1
contractSigner4Title,1
estimatedPercentofGrossRevenue,1
contractSigner4FirstName,1
specifiedPercentageGrossRevenueReceivedBySolicitor,1
contractSigner1Title,1
charityEntityID,1
contractSigner1LastName,1
contractSigner2LastName,1
accountingRecordsState,1
percentageBasedContract,1
minimumPercentageSaleRemitted,1
contractSigner3FirstName,1
contractSigner2FirstName,1
contractSigner3LastName,1
contractSigner4LastName,1
charityOfficerName,1
percentageEventPriceRemitted,1
paidSolicitorEntityId,1
comstyl,1
Occupancy Second Type,1
Stories,1
Account,2
Effective Age,1
SQFT IMP,1
SQFT IMP2,1
Class,1
Heat and Air Cond,1
Condition,1
Occupance,1
Garage,1
AbstCode,1
Shape__Length,2
Shape__Area,2
FID,2
ServiceLev,2
MAX_WiredS,1
cip,1
programName,1
cip2,1
GPS_LENGTH,1
AVG_HORZ_P,1
SPRAYEQUIP,1
RCVR_TYPE,1
GPS_TIME,1
GPS_DATE,1
PATROL,1
pyprogramservicerevenueamt,1
pycontributionsgrantsamt,1
cyinvestmentincomeamt,1
cycontributionsgrantsamt,1
cyprogramservicerevenueamt,1
cyotherrevenueamt,1
cytotalrevenueamt,1
pytotalrevenueamt,1
pyotherrevenueamt,1
pyinvestmentincomeamt,1
Event Date,1
Non-Profit Organization,1
State or Local,1
Event Location,1
Event Number,1
Business Address,1
lng,1
snowdepth,1
prcp,1
snowfallswe,1
snowfall,1
snowdepthswe,1
st_num,1
obs_date,1
st_name,1
obs_time,1
obs_datetime,1
Health Factors Rank,1
Health Outcomes Rank,1
Health Factors Z Score,1
Health Outcomes Z Score,1
CCCAP AUTHORIZATION STATUS,1
CCCAP FISCAL AGREEMENT STATUS,1
GOVERNING BODY,1
LICENSED SCHOOL AGE CAPACITY,1
TOTAL LICENSED CAPACITY,2
LICENSED HOME CAPACITY,1
ECC,2
PROVIDER NAME,2
SCHOOL DISTRICT,2
LICENSED CENTER TODDLER CAPACITY,1
SCHOOL DISTRICT OPERATED PROGRAM,1
LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY,1
QUALITY RATING,1
LICENSE NUMBER,1
PROVIDER SERVICE TYPE,2
QUALITY RATING EXPIRATION DATE,1
LICENSED NYO CAPACITY,1
QUALITY RATING EFFECTIVE DATE,1
LICENSED CENTER INFANT CAPACITY,1
LICENSED CENTER PRESCHOOL CAPACITY,1
LICENSED RESIDENT CAMP CAPACITY,1
CCRR,2
WWTPCH4t,1
TotalCH4t,1
LFGCH4t,1
OWCH4t,1
AMCH4t,1
STATE_NAME,2
STRAP,1
FOLIO_DUP_,1
CREATION_U,1
FEATURE_KE,1
UNITTYPE,1
TAX_DIST_D,1
STREET_N_1,1
PREFIX,1
STREETTYPE,1
ADDRESS_TY,1
STX_GEO_AR,1
ENFORCE_VA,1
UNIT,1
CENSUS_TRA,1
TAX_DIST_3,1
TAX_DIST_G,1
ADDRESS_SO,1
STREET_N_2,1
TAX_DIST_U,1
SHARED_DRI,1
TAX_DIST_L,1
TAX_DIST_B,1
PARENT_ID,1
ANOMALY_ST,1
DUP_STREET,1
BLOCK_GROU,1
MODIFY_USE,1
TAX_DIST_S,1
BUILDING,1
MAILABLE,1
TAX_DIST_R,1
ZIPCODE4,1
TAX_DIST_C,1
TAX_DIST_2,1
USNG,1
TAX_DIST_F,1
TAX_DIST_P,1
CREATION_D,1
COMPLETE_S,1
TAX_DIST_1,1
PRETYPE,1
TAX_AREA,1
STREET_NUM,1
POSTAL_ZIP,1
TAX_DIST_W,1
OFFICIAL_S,1
MODIFY_DAT,1
FLOOR,1
TAX_DIST_5,1
SECTION,1
TAX_DIST_M,1
UNIT_ALIAS,1
TAX_DIST_4,1
PRITHRULNWD,1
ROUTESIGNQUAL,1
PRITREATMENTDEPTH,1
dataCollected,1
hr22,1
hr05,1
hr20,1
hr21,1
hr02,1
hr00,1
dataDate,1
hr19,1
stationId,1
dayOfWeek,1
hr12,1
hr09,1
hr23,1
hr08,1
hr17,1
hr01,1
hr06,1
hr04,1
hr13,1
hr07,1
hr11,1
hr14,1
direction,1
hr10,1
hr15,1
hr03,1
hr18,1
hr16,1
useTaxRate,1
countyCityIsLocated,1
serviceFeeAllowedFootnote,1
useTaxAppliesTo,1
serviceFeeAllowed,1
citySalesTaxRate,1
exemptions,1
citySalesTaxRateFootnote,1
PLCIDFP00,1
PCICBSA00,1
PLACEFP00,1
GEOIDPLACE,1
CPI00,1
PCINECTA00,1
historicstructureeasementscnt,1
modifiedeasementscnt,1
writtenpolicymonitoringind,1
stateseasementsheldcnt,1
totaleasementscnt,1
historicstructureind,1
protectionnaturalhabitatind,1
staffhoursspentenforcementcnt,1
expensesincurredenforcementamt,1
preservationopenspaceind,1
totalacreagecnt,1
conservationeasementsind,1
historicstrctreasementsaftrcnt,1
preservationpublicuseind,1
section170hrqrstsfdind,1
historiclandareaind,1
Mean,1
Area,1
dmname,1
mwh09,1
water,1
mwhyr,1
mwh11,1
mwh05,1
mwh03,1
mwh07,1
mwh12,1
mwh08,1
mw,1
mwh10,1
mwh04,1
mwh02,1
mwh06,1
mwh01,1
huc02,1
SourceData,1
MetaSource,1
SourceOrig,1
AreaSqKm,1
States,1
SourceFeat,1
LoadDate,1
TNMID,1
RECORDED,1
POOL_NAME,1
POOL_TYPE,1
PARK_LOCAT,1
Days Under SEO Review,1
UMT y,1
Approved,1
Rejected,1
COMPANY,1
Project Type,1
Received,1
authorizedOfficer,1
requestNo,1
form8868Filed,1
extensionRequestReason,1
fiscalYearend,1
form990TCorporation,1
dateCreated,1
irsRequires990,1
extendedDueDate,1
REPORT_DATE,1
LONG-LAT (state),1
CCCAP CASE COUNT_D1,1
CCCAP TOTAL AUTH_D1,1
COMMUNITY,1
CCCAP FA STATUS_D2,1
CCCAP FA EXP DATE_D2,1
LONG-LAT,1
CCCAP FA EXP DATE_D1,1
CCCAP TOTAL AUTH_D2,1
LONG-LAT (city),1
LONG-LAT (zip),1
PROVIDER ID,1
CCCAP_AMOUNT_PAID_D1,1
CCCAP FA STATUS_D1,1
QRIS RATING LEVEL,1
PRIMARY_KEY,1
CCCAP CHILD COUNT_D1,1
LONG-LAT (address),1
EXPIRATION DATE,1
AWARD DATE,1
Plan WDID,1
Associated WDID,1
Adjudication Type,1
Max Decreed Rate,1
Total Volumetric Limit,1
Water Right Name,1
P.O. Box,1
County Population,1
Fax ,1
Director,1
filing,1
businessOrIndividual,1
licenseCategory,1
renewalExpirationDate,1
renewalCycle,1
GEOCOUSUB,1
Release Type,1
Monthly Release Date,1
Day of the Week,1
No physical activity,1
Percent of population living below poverty,1
Women who have not had a pap test in last 3 years,1
Women who drank during last three months of pregnancy,1
No health insurance,1
Eat fewer than 5 fruits and vegetables per day,1
Obese (BMI>=30),1
Unintended pregnancy,1
Women reporting 3 or more stressors during pregnancy,1
High school graduation rate,1
Overweight (BMI>=25),1
Women 40+ who have not had a mammogram in last 2 years,1
"Births to teens ages 15-17 (births per 1,000 population, 2006)",1
Cigarette smoking,1
Race & Ethnicity,1
Childhood obesity (ages 2-14),1
"Tuberculosis (Incidence rates per 100,000 population)",1
"Gonorrhea (Incidence rates per 100,000 population)",1
Women who smoked during last three months of pregnancy,1
Have diabetes,1
Median household income,1
"Chronic Hepatitis B  (Incidence rates per 100,000 population)",1
"HIV/AIDS (Incidence rates per 100,000 population)",1
Low birth weight births,1
Mental health was not good 8 or more days (in the past 30 days),1
Have high blood pressure,1
"Infant mortality (infant deaths per 1,000 live births)",1
Binge drinking (5 or more drinks in one sitting),1
Have asthma,1
School Name,1
School Code,1
Other Ridership,1
RTD Ridership,1
Total Ridership,1
latencyStatus,1
addressZip,1
deviceNetOp,1
deviceRoaming,1
uploadStatus,1
deviceNetType,1
uploadSpeed,1
latencyAverage,1
downloadStatus,1
downloadSpeed,1
deviceNetworkType,1
isLatency,1
deviceSignalStrength,1
deviceSimOp,1
CNTYIDFP00,1
survey_date,1
Q_My company often invests in online/digital security tools to protect company and customer data.,1
"Q_I frequently seek new ways and avenues of growing my business (new delivery methods, new technology, etc.).",1
"Q_Right now, I expect things to work out for the best for my business.",1
Q_My customers have the resources and stability to continue buying my service / product.,1
"Q_My company is connected to organizations or associations designed to help businesses like mine (e.g. chamber of commerce, Colorado Bioscience Association).",1
Q_To get along in the local community I have to hide aspects of my identity that are important to me.,1
part_time_employees,1
Q_My company is currently seeking additional funding (outside of current sources) to run my business.,1
Q_My company would be able to continue to operate if there was another lockdown today.,1
Q_How have your sales increased or decreased over the last year?,1
"Q_In general, I believe Colorado’s local and state government motives and intentions are good toward business owners like me.",1
Q_My company receives advice/mentorship from external advisors (formal or informal).,1
Q_What is your monthly spend for your website and digital solutions for Online/Digital Security?,1
contract_employees,1
Q_My company has had higher involuntary employee turnover (termination due to economic hardship) than normal in the last 12 months.,1
Q_What is your monthly spend for your website and digital solutions for Other? 1,1
Q_There is destructive competition within my local community.,1
"Q_I am able to use multiple methods of marketing (email, social media, phone service) to engage/support my customers.",1
Q_My company can easily get information about business assistance programs.,1
Q_What is your monthly spend for your website and digital solutions for Website Design and Maintenance?,1
number_locations,1
"Q_If my primary method of serving my customers was disrupted, I could adapt and change my means of customer delivery.",1
Q_My company’s operations are efficient and can adjust rapidly (as needed).,1
Q_My company can currently meet the demands of my customers.,1
full_time_employees,1
"Q_My company’s current ability to meet customer needs is negatively impacted by external forces (e.g., suppliers, environmental).",1
Q_How do you currently measure the performance of your business?,1
Q_What is your monthly spend for your website and digital solutions for Employee Recruitment?,1
Q_What is your monthly spend for your website and digital solutions for Other?,1
"Q_Among the local community with whom I work most every day, I feel there is a sense of camaraderie.",1
Q_What is your monthly spend for your website and digital solutions for Customer Growth?,1
"Q_Right now, I see myself as being pretty successful.",1
"Q_At the present time, I am enthusiastically pursuing my goals.",1
Q_My employees have the necessary skillsets and knowledge required to make my business successful.,1
Q_I am feeling optimistic about the future of my business.,1
company_zip,1
lgbtq,1
Q_My company plans on hiring more people in the next 12 months.,1
Q_What is your monthly spend for your website and digital solutions for Operational Efficiency?,1
Q_My company communicates regularly with other businesses in the area similar to my own.,1
Q_My company has had higher voluntary employee turnover (quitting) than normal in the last 12 months.,1
Q_My company often uses and seeks new technology to assist and complete our work.,1
digital_security_measures,1
Q_I get constructive feedback about my business from the local community.,1
Q_There are lots of ways around any problem that I am facing now.,1
Q_To what degree was your business affected by the pandemic and related lockdowns?,1
Q_Among the local community I can depend on people to help me if I need them.,1
Q_I am able to implement new technology solutions and programs successfully into my business operations (either myself or with assistance).,1
Q_What would help make your business more resilient to changes and/or disruptions?,1
"Q_On important matters that impact the wellbeing of my business, I believe Colorado’s local and state government have high integrity.",1
Q_My company often uses and seeks new technology to connect with customers.,1
Q_How has your profit increased or decreased over the last year?,1
Q_My local community has an urgent need for small businesses like mine to be successful.,1
Q_My employees have access to essential on the job education and training.,1
Q_I consider the people I work with in the local community to be my friends even outside of work.,1
business_interferences,1
Q_My company receives good and timely information when regulations change.,1
"Q_In my experience, I can depend on Colorado’s local and state government to be open and upfront with me as a small business owner.",1
Q_My company has enough cash on hand to meet my business needs for the next 12 months.,1
improved_process_2020,1
Q_What is your monthly spend for your website and digital solutions for Point of Sale Solutions?,1
CINs,1
Ex Acres,1
Improvement,1
Override Value,1
Utilities Sewer,1
Topography Middle,1
Topography Back,1
Non Buildable,1
Property View,1
Shape,1
Location Rating,1
Creek Front,1
Topography Front,1
Southern Exposure,1
BG,1
Acres1,1
Base Value,1
RV Hookup,1
Abstract Code,1
Land Type,1
Road Maintained,1
Use Code,1
Utilities Electric,1
Utilities Water,1
Percent Ownership,1
Mobile Hookup,1
Utilities Natural Gas,1
BNA,1
Road Type,1
Adult Dogs: Transfer in from another Colorado organization,1
Adult Cats: Owner Requested Euthanasia,1
Other: What animals are you reporting for?,1
Adult Dogs: Shelter Euthanasia,1
Birds: Missing / Stolen,1
Reptiles: Missing / Stolen,1
Juvenile Cats: Died,1
Other: Missing / Stolen,1
Juvenile Dogs: Adoption,1
Juvenile Cats: Stray,1
Rabbits: Missing / Stolen,1
Juvenile Dogs: Other live outcomes (ie tnr / snr),1
Facility Physical Street Address,1
Juvenile Cats: Adoption,1
Sm Mammal: Missing / Stolen,1
Adult Cats: Ending Count,1
Juvenile Dogs: Owner Relinquished,1
Adult Dogs: Beginning Count,1
Juvenile Cats: Owner Requested Euthanasia,1
cpi,1
periodYear,1
stateFips,1
periodType,1
dataRegion,1
cpiSourceDescription,1
percentChangeYear,1
areaType,1
areaName,1
areaDescription,1
periodTypeDescription,1
percentChangeMonth,1
authorizedSoliciting,1
stateAbbreviation,1
UrbanWood,1
SecMill,1
CropRes,1
CNTY_NAME,1
PrimMill,1
ForestRes,1
Annual Target,1
GEOCSA,1
Claimant,1
CoordsNS dir,1
Permit No,1
CoordsEW dir,1
Commingled Acres,1
Permit Suf,1
Commingled Wells,1
Flow Meter,1
Aquifer1,1
Appropriation,1
Commingled Approp,1
Date Issued,1
ExpAcres Priority,1
Use1,1
Use2,1
ExpAcres Acres,1
Aquifer Other,1
AltPt Wells,1
Pump Rate,1
ExpAcres Authorized,1
AltPt Authorization,1
Commingled Authorization,1
Date Amended,1
Aquifer2,1
ExpAcres Approp,1
Special Use,1
Missing Person,1
Transfusion,1
Death,1
Anesthesia Complication,1
Spinal Cord Injury,1
Abuse/Sexual,1
Equip Malfunction/Misuse,1
Misappropriation of Property,1
subcontractorZip,1
subcontractorPaidDate,1
subcontractorPrimaryID,1
amountPaidtoSubcontractor,1
subcontractorName,1
lobbyistClient,1
Applicat_1,1
SERV_PROV_,1
B1_PER_ID1,1
B1_PER_ID3,1
B1_PER_ID2,1
checksum,1
Applicatio,1
DocumentTi,1
DocketLink,1
Staff,1
Link,1
CAPID,1
Subtype,1
CompanyNam,1
DocketType,1
Module,1
OwnerName,1
dlIdxanything,1
Rec_Sales,1
Med_Sales,1
Rec_Blank_Code,1
Med_Blank_Code,1
LAT_Y,1
PROJ_NAME,1
C_EXEC,1
C_AWARD,1
GRANTEE,1
PROJ_STATU,1
CONTACTS,1
LONG_X,1
FUND_SOURC,1
CONTRACT_N,1
PID,1
BUDG_RANGE,1
PROJ_DESC,1
C_EXPIRE,1
number_of_returns,1
number_of_retailers,1
Total_kWh,1
Percent_Renewables,1
Renewable_kWh,1
festivalLocationCounty,1
permitIssueDate,1
festivalLocationCity,1
festivalLocationStreet,1
initialIssuanceDate,1
participatingLicensee,1
festivalLicenseNumber,1
festivalName,1
participatingLicenseNumber,1
event,1
MAX_Servic,1
linkToViewHealthcareProfile,1
subCategory,1
linkToVerifyLicense,1
degrees,1
licenseStatusDescription,1
mailZipCode,1
specialty,1
SHADE,1
GIS_ACRES,1
"Incarceration Rate (per 100,000)",1
"Violent Crime Rate (per 100,000)",1
totalHousingUnits,1
personsPerHousehold,1
vacantHousingUnits,1
householdPopulation,1
placeFips,1
cbBuildingPermit,1
countyFips,1
sdoBuildingPermit,1
occupiedHousingUnits,1
notaryId,1
remoteNotary,1
enotary,1
commissionStart,1
commissionExpire,1
Voting Method,1
Purchase_Amount,1
Payment_Date,1
Merchant_State,1
Merchant,1
Program_Area,1
Reference_number,1
Item_Description,1
Purchase_Type,1
Transaction_Date,1
Transaction_Amount,1
CITY_FIPS,1
otherName,1
School ,1
REF_PT,1
hoursallwrkr,1
supppw,1
seriesttls,1
empprodwrk,1
earningsallwrkr,1
empces,1
earnings,1
hourearnallwrkr,1
supphe,1
seriesdesc,1
suppfem,1
seriescode,1
suppheallwrkr,1
hourearn,1
supprecord,1
hours,1
empfemale,1
