name,description,category,base_url,organization,organization_contact
Concentrated Solar Power in Colorado,"Monthly average and annual average daily total solar resource (DNI) averaged over surface cells of 0.1 degrees in both latitude and longitude, or about 10 km in size. The insolation values represent the resource available to concentrating systems that track the sun throughout the day. The data are created using the SUNY Satellite Solar Radiation model (Perez, et.al., 2002). The data are averaged from hourly model output over 8 years (1998-2009).","['bic', 'gocodecolorado', 'colorado', 'nrel', 'national renewable energy laboratory', 'ghi', 'global horizontal irradiance', 'averages', 'solar', 'energy', 'renewable energy', 'environment', 'gis']",https://data.colorado.gov/resource/x88m-3a2j.json,,Colorado Information Marketplace
Biomass Residue in Colorado,"Biopower potential estimated based on available residue data produced in the report Geographic Perspective on the Current Biomass Resource Availability in the United States (NREL, 2004), assuming conversion efficiencies between 30 and 35% depending on the residue type.","['bic', 'gocodecolorado', 'colorado', 'nrel', 'national renewable energy laboratory', 'ghi', 'biomass', 'energy', 'renewable energy', 'environment', 'gis']",https://data.colorado.gov/resource/j3me-5ifv.json,,Colorado Information Marketplace
Contaminated Lands in Colorado,EPA categorized brownfields in Colorado.,"['bic', 'gocodecolorado', 'colorado', 'federal', 'land', 'environment', 'gis', 'brownfields', 'epa', 'pollution', 'contamination']",https://data.colorado.gov/resource/bxgy-dnjp.json,,Colorado Information Marketplace
City of Denver Golf Courses,This dataset is a point representation of municipal golf courses maintained by the Department of Parks and Recreation in the City and County of Denver.,"['gocode', 'bic', 'recreation', 'golf', 'sporting']",https://data.colorado.gov/resource/farp-k3rw.json,,Colorado Information Marketplace
City of Denver Trails and Sidewalks,"This dataset is a polyline representation of the centerline of trails and side walks used for recreational purposes in parks, golf courses, and other areas maintained by the Department of Denver Parks and Recreation. Some trail information is shown outside the City and County of Denver for context and reference.","['gocode', 'bic', 'recreation', 'real estate']",https://data.colorado.gov/resource/hmjx-udkf.json,,Colorado Information Marketplace
City of Denver Picnic Areas,This dataset is a point representation of permitted picnic areas in parks and other areas maintained by the Department of Parks and Recreation in the City and County of Denver.,"['recreation', 'gocode', 'bic']",https://data.colorado.gov/resource/yhkd-pcts.json,,Colorado Information Marketplace
City of Denver Playgrounds,This dataset is a polygon representation of playgrounds in parks and other areas maintained by the Department of Parks and Recreation in the City and County of Denver.,"['gocode', 'bic', 'recreation']",https://data.colorado.gov/resource/hzps-q7a4.json,,Colorado Information Marketplace
City of Denver Athletic Fields,This dataset is a polygon representation of the location and orientation of athletic fields in parks or other areas maintained by the Department of Parks and Recreation within the City and County of Denver.,"['gocode', 'bic', 'recreation']",https://data.colorado.gov/resource/wyqc-q2vu.json,,Colorado Information Marketplace
City of Denver Swimming Pools,This dataset is a point representation of the location of indoor and outdoor aquatic facilities located in parks and other areas maintained by the Department of Parks and Recreation in the City and County of Denver.,"['bic', 'gocode', 'recreation']",https://data.colorado.gov/resource/9ytw-fxk5.json,,Colorado Information Marketplace
Boulder County Addresses,"The goal of the AddressOne Address Points dataset is to be the complete dataset of all site address points within Boulder County, including both unincorporated areas and legal towns/cities. Data within the Address Points feature class originated with the authorities for that jurisdiction's data. As new data points are added or existing ones are modified, all data is verified with the data source/authority.","['gocode', 'bic']",https://data.colorado.gov/resource/gxsf-be8c.json,,Colorado Information Marketplace
"Cigarette, Nicotine Products, and Tobacco Products Excise Tax Report, 2021 to Date","The Cigarette, Nicotine Products, and Tobacco Products Excise Tax Report summarizes the number of wholesalers and distributors with excise taxes and aggregates the total taxes as reported on Cigarette, Nicotine Products, and Tobacco Products Excise Tax Returns. The data is available monthly for cigarette taxes, and quarterly for nicotine products and tobacco products taxes because Cigarette Excise Tax Returns are filed monthly and Nicotine Products and Tobacco Products Excise Tax Returns are filed quarterly. New data will be added to the report on a quarterly basis. Because excise taxes are required to be collected by the wholesaler or distributor and not individual retailers, only state-level information is available.","['bic', 'cdor', 'sales', 'sales tax', 'colorado']",https://data.colorado.gov/resource/n4zq-tnn6.json,,Colorado Information Marketplace
Boulder County Building Footprints,This dataset represents the building footprints for unincorporated Boulder County. The data is updated continuously from building permit records and when new aerial photography becomes available.,"['bic', 'gocode']",https://data.colorado.gov/resource/emiz-7jkv.json,,Colorado Information Marketplace
Boulder County Mobile Homes,Master layer of Manufactured Homes in Boulder County,"['bic', 'gocode']",https://data.colorado.gov/resource/upf7-3qxg.json,,Colorado Information Marketplace
County of Boulder Prescription Drop Boxes,To show the locations where pharmaceuticals and syringes can be safely deposited and to show the locations of syringe exchange service locations in Boulder County,"['bic', 'gocode']",https://data.colorado.gov/resource/4p2q-uebs.json,,Colorado Information Marketplace
Boulder County Marijuana Establishments,The purpose of this dataset is to show Marijuana Establishments in Boulder County. This dataset is for informational purposes only and does not confirm or guarantee compliance with Article 4-512.I of the Boulder County Land Use Code or with any other applicable County and State requirements. Marijuana establishments are updated using the licensing information entered into the Accela database by the Boulder County Marijuana Licensing Authority,"['bic', 'gocode']",https://data.colorado.gov/resource/7x9e-m9f7.json,,Colorado Information Marketplace
Boulder County Airport Zoning,Proper land use planning of the County's airports and immediate surroundings require an in-depth understanding of airport operations and how such operatons affect and are affected by surrounding land uses. The direct and indirect impacts associated with airport operations can best be quantified by those practiitioners particularly well-versed in the formulation of airport master plans; in particular the Federal Aviation Administration approved airport master plans.,"['bic', 'gocode']",https://data.colorado.gov/resource/bzuh-p9wb.json,,Colorado Information Marketplace
Colorado State Special Event Sales Tax Return,"A special sales event is an event where retail sales are made by more than three sellers at a location other than their normal business location(s) and that occurs no more than three times in any calendar year. The special event sales report summarizes data from form DR 0098 including the number of returns, gross sales, retail sales, and state net taxable sales for each month from January 2016 to date.","['bic', 'cdor', 'sales', 'sales tax', 'colorado', 'revenue', 'events']",https://data.colorado.gov/resource/9djq-3cja.json,,Colorado Information Marketplace
City of Denver Revolving Loan Fund Target Area,"Denver Office of Economic Development Revolving Loan Fund (RLF) Target Area (select ""Yes"" attribute in RLF_YN column to see target area). The RLF gap financing program works by lending up to 25% of project costs, thereby inducing banks to provide the bulk of the financing for small businesses.","['bic', 'gocode']",https://data.colorado.gov/resource/sxfp-qxs6.json,,Colorado Information Marketplace
Northern Colorado Snow Characteristics,"This data set presents snow depth, snow water equivalence (SWE), snow wetness data, and snow pit data from two pine sites and a small clearing at the Local Scale Observation Site (LSOS) of the Cold Land Processes Field Experiment (CLPX) in northern Colorado.","['bic', 'gocode']",https://data.colorado.gov/resource/be63-q8yz.json,,Colorado Information Marketplace
Snow Depths in Northern Colorado,"This data set consists of snow depth data from nine study areas, within three larger-scale areas in northern Colorado (Fraser, North Park, and Rabbit Ears Meso-cell Study Areas (MSAs)).","['bic', 'gocode']",https://data.colorado.gov/resource/v4jc-jbmt.json,,Colorado Information Marketplace
City of Denver Business License Inspector Districts,Excise and License - Business License Inspector district boundaries of the City and County of Denver.,"['bic', 'gocode']",https://data.colorado.gov/resource/npnz-8mvz.json,,Colorado Information Marketplace
City of Denver Department of Motor Vehicle Offices,This layer shows the location of Department of Motor Vehicles (DMV) offices within Denver. The data were collected by the Motor Vehicles Division of the City and County of Denver,"['bic', 'gocode']",https://data.colorado.gov/resource/dsw3-mrn4.json,,Colorado Information Marketplace
